person_name,Time,Comments,Language
@user-le4rb3ze4e,18 hours ago,jai shree ram,en
@anamika8299,18 hours ago,beautiful,en
@diptyghosh2267,18 hours ago,,en
@diveshkumar9646,18 hours ago,jai shree ram,en
@SushmaRani-pw2ko,18 hours ago,beautiful rangoli,en
@rkgmake9181,19 hours ago,jay shree ram jay hanuman ji ki jay,en
@midhatfatima8884,19 hours ago,jyada khush mat ho tumlogg kii tumharii mandir ban gayii haiii woh bhi hamari barkaati masjid ko tod karr har ek muslim ke dil see aah nikall rahiii heee inshallah jald hii tute ye mandir,en
@rajeshmidya2142,19 hours ago,jay jay sri ram,en
@rajasain1497,19 hours ago,jai shree ram,en
@shatakshitripathi559,19 hours ago,wow,en
@chanderbhan7453,19 hours ago,looking like wow,en
@archanarath8236,19 hours ago,ram thik se likhana chaie,en
@Babajishorts45,19 hours ago,didi aap ke ghar kitne bartan hai humm samajh hi nahi pa raha hai,en
@nishantKing07,19 hours ago,,en
@RanjitSingh-qt1wi,19 hours ago,jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram,en
@sonakshiavengers.11,19 hours ago,jai shree ram,en
@ranveergoswamiranveergoswa5978,19 hours ago,jai shree ram,en
@shitaltambave9415,19 hours ago,,en
@user-ub3tp6oi2h,19 hours ago,,en
@srilathaverma6666,20 hours ago,raamji ka hum sab ka ashirvad hi tumko,en
@Queenofheart8448,20 hours ago,jai shri siyaram,en
@user-bf2xo6zx9p,20 hours ago,,en
@Poonam_dancer_01,20 hours ago,jai shree ram,en
@archanadevi2571,20 hours ago,rabh nah ram,en
@ParneetKaur-ts1nn,21 hours ago,,en
@bagesawardham_lover,21 hours ago,nhi h,en
@mr.abhisharma7779,21 hours ago,,en
@teaser001,21 hours ago,allah hu akbar,en
@user-sj7bk1wb7r,21 hours ago,nice,en
@ashim.,21 hours ago,multitalented,en
@jayesh0075,21 hours ago,hr hr mhdv,en
@Naresh-yadav,21 hours ago,january live pran pratishtha,en
@user-jr8fx4sl2g,21 hours ago,jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay shri ram jay mahabali hanuman,en
@devil_ff_666,22 hours ago,jai shree ram ji,en
@IntertainersanjeetVerma,22 hours ago,jai shree ram,en
@priyankarathore2269,22 hours ago,jai shree ram ram,en
@Crafter8,22 hours ago,ba kal ka intezar hai,en
@AbirakhanAbirakhan,22 hours ago,vaise muslim really respect hindu dharm aur aap bhi aise hindu muslim mat kara karo khoon ek hi hai dil bhi ek hi hai agar baat acchi lagi ho like karo,en
@aravindas6528,22 hours ago,jai shree ram,en
@YogeshSingh-ho7rh,23 hours ago,,en
@kapoor.amit.361,23 hours ago,super se bhi upper,en
@user-kw2oo5oe9u,23 hours ago,,en
@HimanshuYadav-ew7mw,23 hours ago,,en
@aksharma8364,23 hours ago,nice,en
@radhakrishn7440,23 hours ago (edited),plzdi bhagwan ka naam,en
@SonimaniTripathi-df9lv,23 hours ago,jai shree ram,en
@burnnatothelawteller7094,41 seconds ago,jai shri ram madam dont mind aapne rabh likh riya ram ki jagah,en
@user-qs6hc1ye7p,49 seconds ago,jay shri ram,en
@abhinigam6259,2 minutes ago,jai shree ram,en
@MR_ANSH_YT,3 minutes ago,video par k subscribe,en
@user-hy1vh3ff1h,5 minutes ago,un bartano ko kon dhoyega offense,en
@narendrasinhchavda4387,8 minutes ago,tame girnar banave hate rangoli khub saras,en
@LakkuRawat23,9 minutes ago,jai shree ram,en
@rajasthanivlog6995,9 minutes ago,jay shri ram,en
@lalitayadav5275,17 minutes ago,cute behan,en
@Graceful_0001,17 minutes ago,jai shree ram,en
@user-vg7fy1lj1r,19 minutes ago,jay shree ram,en
@user-vg7fy1lj1r,19 minutes ago,jay shree ram,en
@udaysinha1156,22 minutes ago,ram nhi h rabh h,en
@SurajNishad-ex5wl,24 minutes ago,jai shree ram,en
@jayshreesakpal2340,24 minutes ago,jay shree ram,en
@ushapathak6689,26 minutes ago,mam much talented,en
@ghanashyampradhan2157,26 minutes ago,jay shree ram,en
@mrityunjaykumar785mmm6,32 minutes ago,,en
@vussubunsul,33 minutes ago,,en
@NandaniChauhan-le9yr,39 minutes ago,jay shree ram ji,en
@Funny_raj276,39 minutes ago,jai shree ram sister,en
@ashutoshgamergod,40 minutes ago,httpsyoutubecomashutoshgamergodsijwjdfdjmrdxwk,en
@ashutoshgamergod,40 minutes ago,youtber,en
@HappyDessert-tu1mg,43 minutes ago,jay siyaram,en
@s.ksuryavansi4448,45 minutes ago,awesome,en
@arunrawat3041,48 minutes ago,sunder jai shree ram,en
@nehajha4683,52 minutes ago,jai shree ram,en
@user-ml6pq9ek6m,54 minutes ago,,en
@user-km9wc3qp1m,55 minutes ago,,en
@prishamishra4040,58 minutes ago,beautiful rangoli made divine love shree ram jai shree ram,en
@veenathakur292,59 minutes ago,kahan se aaenge,en
@V2allrounders777,1 hour ago,jai shree ram,en
@prisonlife90,1 hour ago,mummy jarur bolegi beta bartan kahan gaye,en
@I_am_winner_,1 hour ago,beautiful,en
@shubhamgaming8898,1 hour ago,jay shree ram,en
@StudywithJyoti-br1go,1 hour ago,,en
@AaRav_loves_UTTM3.0,1 hour ago,sabhi logo,en
@vohrauncle8559,1 hour ago,,en
@milantirkey7,1 hour ago,looking like wow mam,en
@miradevi7481,1 hour ago,jai shree ram,en
@iqra6087,1 hour ago,bhad mein jaaye ram,en
@srshorts595,1 hour ago,allah hu akbar,en
@user-cq4sc5cs9v,1 hour ago,,en
@hardik9088,1 hour ago,excellent,en
@bhagvandeenkushwaha1150,1 hour ago,,en
@user-wd9fi9qo9v,1 hour ago,,en
@user-vg1mz2cw1o,1 hour ago,jay shree ram,en
@jaikishan642,1 hour ago,jai shree ram,en
@CharanSriramojiwar,1 hour ago,nice,en
@indiangamerz4873,1 hour ago,,en
@vasanthar4533,1 hour ago,talented truly hav word praise sister,en
@priya__verma,1 hour ago,jay shree ram,en
@user-hd4ei3pt7h,1 hour ago,rabh kya hai,en
@user-hd4ei3pt7h,1 hour ago,rabh kya hai,en
@sumantkushwa67,1 hour ago,jay shri ram,en
@user-cf4op1sf2e,1 hour ago,jay shree ram,en
@shardaadhyaru3148,1 hour ago,tame gujrati cho,en
@xamndassbintervwugcnetphyedu,1 hour ago,ramram sa,en
@xamndassbintervwugcnetphyedu,1 hour ago,beautiful,en
@Self__talks,1 hour ago,jay shri ram,en
@manjulatakolmanjulatakol5159,1 hour ago,,en
@AnitaDevi-om8tw,1 hour ago,,en
@jyotikhanna2560,1 hour ago,ram aayenge,en
@SonatHembram-ku7vt,1 hour ago,,en
@Himanshugamer6619,1 hour ago,jay shree ram,en
@Dishu-Patel,1 hour ago,jai shree ram,en
@user-bl5hg3th5e,1 hour ago,jai shree ram,en
@narmadapatel1710,1 hour ago,jai umiya maa jai laxmi narayana jai shree ram,en
@user-tx5ki9sp4h,1 hour ago,,en
@user-tj3ns6co8u,1 hour ago,jai shree ram,en
@farooqshah9182,2 hours ago,yyyfy,en
@ramdasgurjar1046,2 hours ago,jay shree ram,en
@user-px6hc2yx4m,2 hours ago,jai shree ram,en
@kittu_sittu7760,2 hours ago,lag raha h raabh likhi hain lekin bahut accha hai syd b mere ko hi aisa lag raha hoga likha hua,en
@ravishankarvishkarma8408,2 hours ago,wow,en
@baranwalsiblingsshow3227,2 hours ago,kon kon video ko,en
@shivanya2773,2 hours ago,,en
@rdxsygamerzff1678,2 hours ago,ati sundar jay shri ram,en
@user-pj1iy3tl5y,2 hours ago,beautiful jay shri ram,en
@NareshMotivationalShorts,2 hours ago,,en
@madhurirai2260,2 hours ago,,en
@RawaniKshtriya21,2 hours ago,jai shri ram,en
@manishamule6644,2 hours ago,jay shree ram jai hanuman,en
@user-ot1ul5dx6r,2 hours ago,,en
@user-wk3il4iv5v,2 hours ago,jai shree ram,en
@ashokthakur1506,2 hours ago,jai sri ram,en
@dayalumishra3354,2 hours ago,jai jai shri ram,en
@Biplab-cn6nx,2 hours ago,jay shree ram,en
@mohitchoudhary4687,2 hours ago,,en
@Abhishek_rathour80,2 hours ago,jay shree ram,en
@user-wy4jv4hn9q,2 hours ago,jay shree ram,en
@brindapuja2692,2 hours ago,,en
@brindapuja2692,2 hours ago,jai shree ram,en
@pinkibaishya9444,2 hours ago,jai shri ram,en
@SantwanaMishra-yk3tk,2 hours ago,,en
@devikabhonsle747,2 hours ago,yaar kya ho aapyou blessed,en
@shrishtisoni1483,2 hours ago,jai shree ram,en
@vksrivastava3310,2 hours ago,didi want name number address please,en
@silentyt554,2 hours ago,jai shree ram,en
@user-rr4ix3vn2l,2 hours ago,,en
@mansisingh6690,2 hours ago,beautiful jai shree ram,en
@varshabiloniya2540,2 hours ago,jai shree ram,en
@princesingh1150,2 hours ago,,en
@Rajasah12,2 hours ago,jay sri ram,en
@shivgupta5234,2 hours ago,jai shree ram,en
@kavita7581,2 hours ago,happy diwali,en
@user-zz5ni5gi1o,2 hours ago,jay shree ram,en
@user-iw2fd6pd3o,2 hours ago,jai shri ram,en
@Lovely_storys-Raushan,3 hours ago,,en
@surajkanoujiya8450,3 hours ago,,en
@neerajchaudhary822,3 hours ago,jai shree ram,en
@sonali_kumari01,3 hours ago,,en
@SantoshRaj-so2ux,3 hours ago,bahut achha didi,en
@user-fs4ln4ks7t,3 hours ago,beautiful jai shree ram,en
@firdausshekh2459,3 hours ago,amazing,en
@kabitasaha831,3 hours ago,joy shree ram,en
@user-ni3hu9io9h,3 hours ago,beautiful,en
@user-wi3ei7ic8w,3 hours ago,jay shri ram,en
@naveen_12Vlogs,3 hours ago,httpsyoutubecomshortsfrygwbltlmsidhobxvdnogsccos,en
@user-jk8of2wt6y,3 hours ago,best rangoli itne sare bartan kaha se aaye,en
@jaibirsharma4805,3 hours ago,jai shree ram ji,en
@mypc7452,3 hours ago,soooo beautiful dii aap bhi shikha sharma dii ki tarah rangoli banana sikho acchi banegi beautiful elegant looking like wow,en
@jokersameer566,3 hours ago,jay shree ram,en
@takiyamafrin7934,3 hours ago,tor husbend aia ge,en
@takiyamafrin7934,3 hours ago,gada,en
@user-jt9iy7zf2h,3 hours ago,jai shri ram ji,en
@user-mq5wm5hj8s,3 hours ago,itne acche se aap kaise banaa lete hain,en
@niteshsidar8984,3 hours ago,jai shree ram,en
@mehta20,3 hours ago,jai shree ram,en
@gopalbhaimodasiya8904,3 hours ago,jai ram,en
@durgeshbhargav1235,3 hours ago,,en
@user-ue3yg6rk3c,3 hours ago,beautiful,en
@akhodke8787,3 hours ago,buhut kasht isliye ek like dena pdegya,en
@jayeshnarvankar552,3 hours ago,jay shree ram,en
@PihuChaudhary-co7fq,3 hours ago,nice,en
@ridhs_status_,3 hours ago,ram ko rav likh diye,en
@user-bq5pk7ip3x,3 hours ago,jey shree ram,en
@MJSolanki-zr1ht,3 hours ago,,en
@pinkeykumari8799,3 hours ago,,en
@ajaysharmasharma4073,3 hours ago,,en
@user-Jaydeb-mahadiyar,3 hours ago,jai shree ram,en
@gods1726,3 hours ago,ara bhai hmara ghar ki katoriya kha gye,en
@AmimeCharger8544,3 hours ago,httpsyoutubecomshortsqdmodpvmmsietukrsbvefsyk,en
@Manishdesicomedy,3 hours ago,jai shree ram,en
@stronggamingyt8132,3 hours ago,,en
@muneshkumar990,3 hours ago,,en
@nehajaysal4652,3 hours ago,beautiful,en
@renudaga8044,4 hours ago (edited),hetal nice,en
@user-xk6ub5io3k,4 hours ago,jay bajrangbali jay shri ram,en
@BrajeshKumar-ts8ce,4 hours ago,jay shree ram,en
@vinodsingh5978,4 hours ago,jai shree ram,en
@madhubenvaishnav4493,4 hours ago,superrr,en
@user-sj1hs6ij5p,4 hours ago,jai sri ram,en
@user-sj1hs6ij5p,4 hours ago,looking beautiful ram name,en
@sonusehgal3007,4 hours ago,ram likhna tha,en
@gauravkhokhar4580,4 hours ago,jai ho,en
@avinashpawar3712,4 hours ago,,en
@nagiya.,4 hours ago,as hai aswxzcmksa http,en
@user-jl1gd8bx5x,4 hours ago,wow,en
@New_user_01,4 hours ago,maam sorry aap galat likhe hai,en
@X_1muslim,4 hours ago,great,en
@SnehaShrma_89,4 hours ago,jai jai siya ram,en
@nitukuarbath6307,4 hours ago,jai shri ram ji,en
@user-jj9od2zt1u,4 hours ago,jai shree ram,en
@Itachi-jm5sp,4 hours ago (edited),kon kon shree ram aane ke baad dhekra,en
@AdnanBhai,4 hours ago,jameen per bhi likh sakte hain yahan kadmon mein jaate hain sabke jameen per likhate ho yah naam hai yaar jameen,en
@rekhakrish32,4 hours ago,nice,en
@ayanpatra6895,4 hours ago,jai shree ram,en
@user-xb5ne4nj4k,4 hours ago,jai shree ram,en
@Akriti-1M,4 hours ago,httpsyoutubecomshortsadrdebzcqnysitfhfkudjsjdrtubt,en
@SONAMUSIC4U,4 hours ago,nice,en
@MamtaRaj-mj4vy,4 hours ago,jai shree ram,en
@user-hd3vi8rr5k,4 hours ago,jay shree ram,en
@SandeepSharma-1524,4 hours ago,jay shree ram,en
@kamleshgole2021,4 hours ago,,en
@Puja_nr5lx,4 hours ago,,en
@saiakshipandey9658,5 hours ago,,en
@harshsingh5260,5 hours ago,,en
@adiranjantheyoutuber7626,5 hours ago,jai shree ram,en
@bhagwatyadav1972,5 hours ago,thank u didi aise naam likhane ke liye,en
@rajeshkumarpatel7911,5 hours ago,jai shree ram,en
@meenabansal7944,5 hours ago,jai shree ram,en
@user-xf4wl1zg5z,5 hours ago,jai shree ram jai shree ram jai hanuman ji jai bala ji,en
@user-tj7wu8dg5v,5 hours ago,jai shree ram,en
@AdityaSinghrajput-iz4fd,5 hours ago,,en
@riturajmahanta749,5 hours ago,jay shri ram,en
@user-rb4gc9nm2g,5 hours ago,beautiful,en
@pemalamusherpasherpa6179,5 hours ago,jai shree ram,en
@user-kz7eb2ht7j,5 hours ago,,en
@nilamjaiswal4465,5 hours ago,looking,en
@supermaxhaircare,5 hours ago,jai shree ram,en
@yashvyawahare4404,5 hours ago,,en
@kanhakadeewana1008,5 hours ago,bahut sundar,en
@RoyalRavya,5 hours ago,ram sach aa gaye hai mere ghar,en
@ashwanikumar-vg3bn,5 hours ago,,en
@MyWorldFullOfHope,5 hours ago,httpsyoutubecomshortssetwnmefzisixakqkwmuulppq,en
@user-sd8mx8ld6f,5 hours ago,wow super nice,en
@sanjogamazingvideo2,5 hours ago,,en
@Mr.T-CoSetVines,5 hours ago,httpsyoutubecomshortswaqiqplecsincdibwdjnodo,en
@karanaggarwal7004,5 hours ago,beautiful god bless,en
@PriyaSingh-zb7in,5 hours ago,jay shreeram,en
@sanjatidke9699,5 hours ago,jai shree,en
@mitalpatel329,5 hours ago,beautiful,en
@NeeshuKumar-pe5pm,5 hours ago,amazing di beautiful,en
@user-ot4ll5jp3g,5 hours ago,,en
@pinkuEditz409,5 hours ago,thanks like,en
@anilkumardhal4,5 hours ago,jay shree ram,en
@satyamkumar-gh1dm,5 hours ago,ram,en
@dhurendrakumar6938,5 hours ago,wow nice,en
@amodchaubey7920,5 hours ago,jay jay shri ram iam medhavi,en
@sanjayjhariya5746,5 hours ago,yaar ke bich ki bataya karo bahut mushkil se drawing batati hai thoda iji se batao chhoti si,en
@user-mr8ip2rw1k,6 hours ago,,en
@SDD11782,6 hours ago,jai siyaram,en
@santosh-ss9no,6 hours ago,jay shree ram,en
@sonysharma2967,6 hours ago,itna item kh se lat ho,en
@bubu__9589,6 hours ago,raam jay masih ki,en
@ranit_official4900,6 hours ago,joy shree ram ji ki jai ho,en
@rimimandal9504,6 hours ago,jay shree ram,en
@user-wi8ru3ck2f,6 hours ago,jay shree ram,en
@jeetbanjare3335,6 hours ago,talent se view,en
@nasratkhan2441,6 hours ago,jai shree ram,en
@nandinijha2940,6 hours ago,ram likhiye rabh ni,en
@user-lo8pz3xj3g,6 hours ago,aaj ka din bohot acha,en
@user-lo8pz3xj3g,6 hours ago,hetal didi aap sahi aap diy queen ho,en
@user-zs6sz7dt6g,6 hours ago,rabh kayo likhi ho,en
@user-zn1wp6mb6w,6 hours ago,jai shree ram,en
@skbhai4,6 hours ago,mujhe bha lag raha h,en
@user-zn1wp6mb6w,6 hours ago,jai shree ram,en
@Rashonkumar77,6 hours ago,jai shree ram,en
@lilavatiram384,6 hours ago,jai shree ram,en
@AmitSharma-uy8rc,6 hours ago,jaii shree ram,en
@AyushmanPrazapati,6 hours ago,jay shree ram,en
@SayanRoy-os5mx,6 hours ago,joy shree ram,en
@unnatiyewale8808,6 hours ago,jay shree ram,en
@user-os1hv6yy9s,6 hours ago,,en
@AnilKumar-ey6xy,6 hours ago,jai shree ram,en
@Nitukumari-cw7wp,6 hours ago,beautiful,en
@sarbeswarsahoo3874,6 hours ago,nice sister,en
@arpitabiswasofficialll,6 hours ago,jai shree ram,en
@user-tz2xi5yi8o,6 hours ago,jai shree ram,en
@daddygaming2166h,6 hours ago,jay shree ram,en
@Godztern,6 hours ago,,en
@user-el5on8gc3w,6 hours ago,wow,en
@DilliSDeLiciOuSTaDKa,6 hours ago,wow beautiful,en
@chamanydv5600,6 hours ago,,en
@user-pk4qr8ss7g,6 hours ago,jai shree ram,en
@vijaymore4855,6 hours ago,,en
@RaniDevi-hd8xj,6 hours ago,didi apne rav likh diya,en
@chanchaltomar1691,6 hours ago,jai shree ram,en
@Jayantavlogs662,7 hours ago,jai shree ram,en
@pradipkale3736,7 hours ago,,en
@Rohit-no6sd,7 hours ago,,en
@Mahisrivastava_1977,7 hours ago,jai shree ram,en
@dineshd2251,7 hours ago,suuuuuper,en
@user-eh7jj8yq1z,7 hours ago,ffffffgggggvgtffff,en
@Kartiksharma-ji2yl,7 hours ago,,en
@user-kr4dz7wf2o,7 hours ago,wow,en
@MahendraSingh-xy9zs,7 hours ago,jai shri ram,en
@varsharathva5509,7 hours ago,jay shree ram,en
@pkshukla3254,7 hours ago,,en
@gouravrana3295,7 hours ago,jai jai shree ram,en
@shyamuikey9092,7 hours ago,,en
@user-dm2bh4mf3w,7 hours ago,nice,en
@JanviTomar-xz5jt,7 hours ago,jay shree ram,en
@pkshukla3254,7 hours ago,jai shri ram,en
@pdpriya1233,7 hours ago,raaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaam,en
@pravasinirath3631,7 hours ago,jay shree ram ji,en
@bsmfact6187,7 hours ago,jai sri ram,en
@soniyasubhedar7351,7 hours ago (edited),rangoli banai hai mam best beautiful banai hai veri nice veri nice jay siyaram,en
@prampramparashuam9540,7 hours ago,super sister,en
@VAAYOUTUBESHORTS,7 hours ago,kabhi bhi zameen par naam mat likhna kyunki usse jitna punya ko nahin karoge usse jyada paap hoga,en
@VAAYOUTUBESHORTS,7 hours ago,didi jameen per ram mat likho,en
@akshischannel4280,7 hours ago,dont understand get much patiencegreat,en
@user-wk7pl1pc2z,7 hours ago,,en
@movieandcartoon9150,7 hours ago,nice,en
@cricfan7926,7 hours ago,jai shree ram,en
@tapanbiswal7271,7 hours ago,jay sitaram jay hanuman,en
@user-zw1ub1xc5g,7 hours ago,jai shree ram,en
@AnkitKumar-fe7oy,7 hours ago,jai shree ram,en
